Timestamp,Age,Gender,City,Position,Total years of experience,Seniority level,main technology,Yearly salary,Yearly bonus,Number of vacation days,Main language at work,Company type,Contract duration,Employment status,Company business sector
12/14/2018,33,Female,Berlin,Reporting Engineer,8,Senior,Java,58000,8535,30,English,Startup,1 year,Full-time employee,Fashion
12/14/2018,36,Female,Berlin,Account Managet,14,Senior,No data,82000,8535,26,English,Product,No data,Full-time employee,commerce
12/14/2018,34,Female,Berlin,Product Manager,10,Senior,No data,67000,8535,27,English,Product,1 year,Full-time employee,Education
12/14/2018,31,Male,Berlin,QA Engineer,12,Senior,Azure,65000,8535,24,English,Product,1 year,Full-time employee,SEO
12/14/2018,25,Male,Munich,Software Engineer,3,Middle,Ruby,62000,8535,28,English,Outsource,1 year,Full-time employee,Finance / Insurance
12/14/2018,28,Female,Berlin,agile master ,6,Senior,Python,62000,8535,30,English,Startup,1 year,Full-time employee,commerce
12/14/2018,38,Male,Berlin,Software Engineer,19,Senior,.NET,83000,8535,25,English,Product,1 year,Full-time employee,commerce
12/14/2018,32,Male,Berlin,Backend Developer,10,Senior,Javascript / Typescript,75000,8535,28,English,Product,1 year,Full-time employee,commerce
12/14/2018,22,Male,Berlin,Backend Developer,2,Middle,PHP,50000,8535,28,English,Startup,1 year,Full-time employee,commerce
12/14/2018,37,Male,Munich,Software Engineer,8,Senior,Elixir,100000,8535,30,English,Agency,1 year,Full-time employee,Ð¡onstruction
12/14/2018,32,Female,Berlin,QA Engineer,10,Middle,Not Relevant,75000,8535,28,English,Product,1 year,Full-time employee,Education
12/14/2018,40,Male,Berlin,Software Engineer,18,Senior,PHP,69000,8535,30,English,Agency,1 year,Full-time employee,Transport
12/14/2018,24,Male,Berlin,Software Engineer,3,Middle,Not Relevant,50000,8535,30,English,Product,more than 1 year,Full-time employee,commerce
12/14/2018,36,Male,Berlin,Frontend Developer,10,Middle,Python,73000,8535,24,English,Startup,1 year,Full-time employee,commerce
12/14/2018,35,Male,Berlin,QA Engineer,15,Senior,Java,120000,8535,26,English,Product,1 year,Full-time employee,Finance / Insurance
12/14/2018,28,Male,Frankfurt,ML Engineer,5,Senior,Multiple,50000,8535,20,English,Product,1 year,Full-time employee,Advertising
12/14/2018,32,Male,Munich,Software Engineer,3,Middle,Kotlin,58000,2000,23,Deutsch,No data,1 year,Full-time employee,IT
12/14/2018,33,Male,No data,Data Scientist,11,Senior,Kotlin,65000,8535,30,Deutsch,Product,1 year,Full-time employee,commerce
12/14/2018,36,Male,Munich,Solution Architect,3,Middle,Objective-C,30000,3800,28,English,Product,1 year,Full-time employee,commerce
12/14/2018,32,Male,Berlin,Frontend Developer,8,Senior,Python,80000,8535,28,English,Startup,1 year,Full-time employee,IT
12/14/2018,32,Male,Berlin,Backend Developer,10,Senior,Java,70000,8535,26,English,Startup,1 year,Full-time employee,Transport
12/14/2018,32,Male,Munich,QA Engineer,4,Senior,Python,65000,3000,24,English,Product,1 year,Full-time employee,commerce
12/14/2018,31,Male,Berlin,Backend Developer,12,Senior,"Microsoft, Vmware",78600,8535,25,English,Product,1 year,Full-time employee,Design
12/14/2018,34,Male,Berlin,Software Engineer,13,Senior,Kubernetes,70000,8535,25,English,Product,1 year,Full-time employee,Finance / Insurance
12/14/2018,32,Female,Amsterdam,QA Engineer,5,Senior,Java,60000,8535,32,English,Product,1 year,Full-time employee,commerce
12/14/2018,32,Female,Berlin,Software Engineer,6,Senior,C/C++,78000,8535,30,English,Startup,1 year,Full-time employee,Manufacture
12/14/2018,34,Male,Berlin,BI Consultant,17,Senior,Not Relevant,70000,8535,30,English,Startup,1 year,Full-time employee,commerce
12/14/2018,32,Male,Luxembourg,Backend Developer,8,Middle,Javascript / Typescript,89000,2500,29,English,Product,1 year,Full-time employee,commerce
12/14/2018,27,Male,Munich,Mobile Developer,0,Junior,AWS,60000,8535,28,English,Product,1 year,Full-time employee,commerce
12/14/2018,31,Female,Munich,Fullstack Developer,5,Middle,Python,60000,12000,30,English,Product,1 year,Full-time employee,Transport
12/14/2018,32,Male,Berlin,Software Engineer,9,Senior,C/C++,72000,8535,26,English,Product,1 year,Full-time employee,commerce
12/14/2018,32,Female,Munich,Data Scientist,3,Middle,Python,43000,8535,30,Deutsch,Product,1 year,Full-time employee,commerce
12/14/2018,27,Male,Berlin,Mobile Developer,7,Senior,Javascript / Typescript,72000,8535,30,English,Product,1 year,Full-time employee,Manufacture
12/14/2018,30,Male,Berlin,Product Manager,7,Senior,Google Cloud,65000,80000,30,English,Startup,1 year,Full-time employee,Finance / Insurance
12/14/2018,34,Male,Berlin,Software Engineer,5,Senior,Python,85000,8535,25,English,Agency,1 year,Full-time employee,Finance / Insurance
12/14/2018,30,Male,Berlin,Frontend Developer,8,Senior,Javascript / Typescript,55000,11000,30,English,Product,more than 1 year,Full-time employee,commerce
12/14/2018,24,Male,Berlin,Frontend Developer,4,Middle,Python,65000,8535,27,English,Startup,1 year,Full-time employee,commerce
12/14/2018,28,Male,Berlin,Backend Developer,4,Middle,Google Cloud,56000,10000,30,English,Product,1 year,Full-time employee,Finance / Insurance
12/14/2018,39,Male,Bern,Software Engineer,10,Senior,Not Relevant,107000,9000,30,Deutsch,Product,1 year,Full-time employee,Transport
12/14/2018,29,Male,Berlin,Other,3,Middle,Not Relevant,60000,5000,31,English,Product,1 year,Full-time employee,Software Development
12/14/2018,34,Male,Munich,Backend Developer,7,Senior,Not Relevant,70000,5200,25,English,Startup,1 year,Full-time employee,commerce
12/14/2018,30,Male,Berlin,Backend Developer,6,Middle,Kotlin,60000,3000,28,English,Product,1 year,Full-time employee,commerce
12/14/2018,35,Male,Berlin,Frontend Developer,15,Senior,Java,62000,0,27,English,Product,1 year,Full-time employee,Justice
12/14/2018,37,Male,Berlin,Product Manager,14,Senior,Not Relevant,78000,8535,30,English,Startup,1 year,Full-time employee,Manufacture
12/14/2018,25,Male,Frankfurt,Software Engineer,8,Junior,Java,60000,8535,31,English,Industry,1 year,Full-time employee,Logistics
12/14/2018,37,Male,Berlin,Software Engineer,15,Senior,Python,54000,8000,28,English,Product,1 year,Full-time employee,commerce
12/14/2018,27,Male,Berlin,QA Engineer,4,Middle,No data,46000,5000,30,Deutsch,E-Commerce firm,1 year,Full-time employee,Entertainment
12/14/2018,30,Male,Bonn,Backend Developer,7,Middle,Java,64000,8535,28,English,Product,1 year,Full-time employee,Automotive
12/14/2018,33,Male,Berlin,Software Engineer,10,Senior,Javascript / Typescript,65000,8535,30,English,Product,1 year,Full-time employee,IT
12/14/2018,32,Male,Berlin,Cloud Architect,5,Middle,Javascript / Typescript,58000,4000,30,English,Startup,1 year,Full-time employee,Software Development
12/14/2018,32,Male,Munich,Designer (UI/UX),13,Senior,Java,75000,8535,24,English,Product,1 year,Full-time employee,commerce
12/14/2018,30,Male,Frankfurt,System Administrator,8,Senior,Python,95000,8535,25,English,Product,1 year,Full-time employee,Logistics
12/14/2018,27,Male,Berlin,Software Engineer,5,Middle,Java,60000,9000,30,English,Product,1 year,Full-time employee,commerce
12/14/2018,28,Male,Munich,Data Scientist,6,Middle,PHP,53000,8535,28,English,Product,1 year,Full-time employee,Finance / Insurance
12/14/2018,30,Male,Berlin,Frontend Developer,3,Middle,Java,69000,8535,25,English,Product,more than 1 year,Full-time employee,commerce
12/14/2018,39,Female,Berlin,QA Engineer,20,Senior,Javascript / Typescript,84000,0,28,English,Product,1 year,Full-time employee,commerce
12/14/2018,26,Male,Berlin,Software Engineer,5,Senior,C/C++,52000,11000,30,English,Startup,1 year,Full-time employee,Automotive
12/14/2018,32,Male,Munich,Product Manager,12,Senior,PHP,85000,0,20,English,Product,1 year,Full-time employee,commerce
12/14/2018,30,Male,Berlin,Backend Developer,7,Senior,Go,75000,12000,30,English,No data,1 year,Full-time employee,Transport
12/14/2018,32,Female,Munich,QA Engineer,6,Senior,Javascript / Typescript,63000,8535,25,English,Product,1 year,Full-time employee,Finance / Insurance
12/14/2018,39,Male,Berlin,Product Manager,17,Senior,Java,87000,3060,28,English,Product,1 year,Full-time employee,Finance / Insurance
12/14/2018,35,Female,Berlin,Software Engineer,14,Senior,Not Relevant,65000,8535,25,English,Startup,1 year,Full-time employee,commerce
12/14/2018,30,Female,Berlin,Project Manager,3,Middle,C/C++,50400,11000,30,English,Startup,1 year,Full-time employee,Software Development
12/14/2018,26,Male,Berlin,Software Engineer,6,Senior,Not Relevant,65000,8535,15,English,Product,6 months,Full-time employee,Health
12/14/2018,32,Male,Hamburg,Software Engineer,19,Senior,PHP,85000,1500,5,Deutsch,Product,more than 1 year,Full-time employee,Telecom
12/14/2018,27,Male,Berlin,Software Engineer,2,Senior,Java,66000,0,30,English,Startup,1 year,Full-time employee,Finance / Insurance
12/14/2018,43,Male,Munich,Frontend Developer,0,Junior,Kotlin,32000,0,28,Deutsch,Product,1 year,Full-time employee,Media
12/14/2018,42,Male,Munich,Software Engineer,15,Middle,Java,42000,8535,26,Deutsch,Product,1 year,Full-time employee,commerce
12/14/2018,31,Male,Berlin,Data Scientist,11,Senior,SAP / ABAP,65000,8535,30,English,Product,1 year,Full-time employee,Manufacture
12/14/2018,34,Female,Berlin,Backend Developer,8,Middle,Java,74000,8535,25,English,Startup,1 year,Full-time employee,IT
12/14/2018,32,Male,Berlin,DevOps,10,Senior,Java,75000,5000,25,English,Startup,1 year,Full-time employee,Catering
12/14/2018,30,Male,Munich,Network Engineer ,8,Senior,AWS,72500,9000,30,English,Product,1 year,Full-time employee,Software Development
12/14/2018,37,Male,Berlin,Frontend Developer,7,Senior,Java,53000,8535,26,Deutsch,Product,1 year,Full-time employee,Gambling
12/14/2018,32,Female,Frankfurt,QA Engineer,13,Senior,Javascript / Typescript,102000,8535,30,English,Product,1 year,Full-time employee,Media
12/14/2018,27,Male,Hamburg,VP Engineering,11,Senior,Java,60000,3000,27,English,Product,1 year,Full-time employee,Finance / Insurance
12/14/2018,30,Male,Berlin,Backend Developer,10,Senior,Javascript / Typescript,75000,2000,27,English,Product,1 year,No data,Finance / Insurance
12/14/2018,33,Male,Berlin,Backend Developer,15,Senior,No data,85000,8535,25,English,No data,1 year,Full-time employee,commerce
12/14/2018,38,Male,KÃ¶ln,Agile Coach,12,Senior,Java,60000,5000,25,Deutsch,Consulting,1 year,Full-time employee,Catering
12/14/2018,35,Male,Berlin,Software Engineer,9,Senior,SQL,60000,2000,30,English,Startup,more than 1 year,Full-time employee,Finance / Insurance
12/14/2018,36,Male,Berlin,Mobile Developer,15,Senior,.NET,85000,7900,30,Deutsch,Product,1 year,Full-time employee,Ð¡onstruction
12/14/2018,25,Male,Berlin,Software Engineer,5,Middle,Java,50000,8535,30,English,Startup,1 year,Full-time employee,commerce
12/14/2018,32,Male,Berlin,Mobile Developer,5,No data,Swift,60000,6000,28,English,Product,1 year,Full-time employee,commerce
12/14/2018,35,Male,KÃ¶ln,QA Engineer,5,Middle,C/C++,35000,25000,28,English,Product,1 year,Full-time employee,Software Development
12/14/2018,29,Male,Munich,Backend Developer,8,Senior,Not Relevant,75000,4000,30,English,Agency,1 year,Full-time employee,Finance / Insurance
12/14/2018,30,Male,Berlin,ML Engineer,4,Middle,Python,58000,8535,25,English,Product,1 year,Full-time employee,commerce
12/14/2018,33,Male,Berlin,Software Engineer,12,Senior,Java,75000,8535,30,English,Internal development for a non-IT company,1 year,Full-time employee,Media
12/14/2018,30,Male,Baden-WÃ¼rttemberg ,Backend Developer,8,Senior,.NET,70000,8535,30,English,Startup,1 year,Full-time employee,Transport
12/14/2018,30,Female,Berlin,QA Engineer,11,Senior,Not Relevant,65000,10000,28,English,Startup,1 year,Full-time employee,IT
12/14/2018,31,Male,Berlin,Software Engineer,8,Senior,AWS,55800,55000,28,Deutsch,Product,1 year,Full-time employee,commerce
12/14/2018,26,Male,Berlin,Software Engineer,4,Middle,PHP,55000,0,24,English,Product,1 year,Full-time employee,Finance / Insurance
12/14/2018,27,Male,Berlin,Mobile Developer,5,Middle,AWS,55000,8535,28,English,Product,1 year,Full-time employee,commerce
12/14/2018,34,Male,Berlin,Data Science Manager,7,Senior,Not Relevant,70000,8535,27,Deutsch,Product,1 year,Full-time employee,Tourism
12/14/2018,35,Male,Berlin,Product Manager,12,Senior,Ruby,63000,2500,28,English,Product,more than 1 year,Full-time employee,commerce
12/14/2018,29,Male,Berlin,DevOps,8,Senior,Not Relevant,115000,8535,30,English,Product,1 year,Full-time employee,Manufacture
12/14/2018,28,Male,Munich,Data Scientist,2,Middle,.NET,52000,0,30,Deutsch,Agency,1 year,Full-time employee,Manufacture
12/14/2018,39,Male,Frankfurt,Scrum Master,13,Senior,Javascript / Typescript,176000,0,24,English,Product,1 year,Full-time employee,commerce
12/14/2018,35,Male,Munich,Mobile Developer,14,Senior,Javascript / Typescript,70000,4800,30,English,Startup,1 year,Full-time employee,commerce
12/14/2018,31,Male,Frankonia,Firmware Engineer,7,Senior,Not Relevant,44000,25000,30,English,Product,1 year,Full-time employee,commerce
12/14/2018,26,Male,Berlin,Frontend Developer,2,Middle,Java,50000,2000,28,English,Startup,1 year,Full-time employee,commerce
12/14/2018,26,Female,Munich,QA Engineer,4,Middle,Ruby,58000,8535,28,English,Agency,1 year,Full-time employee,Finance / Insurance
12/14/2018,32,Male,Berlin,Software Engineer,9,Middle,AWS,60000,15000,28,English,Startup,1 year,Full-time employee,commerce
12/14/2018,42,Male,Stuttgart ,Software Engineer,3,Senior,Google Cloud,60000,0,14,Deutsch,Personaldienstleister,6 months,Self-employed (freelancer),Publishing
12/14/2018,27,Male,Berlin,Software Engineer,3,Senior,PHP,64000,8535,30,English,Startup,1 year,Full-time employee,commerce
12/14/2018,38,Male,Berlin,Solutions Architect,5,Senior,Not Relevant,80000,80000,24,English,Product,1 year,Full-time employee,Software Development
12/14/2018,24,Male,Munich,Software Engineer,2,Middle,Javascript / Typescript,58000,8535,27,English,Startup,1 year,Full-time employee,Finance / Insurance
12/14/2018,32,Male,Berlin,Data Center Manager,8,Senior,R,95000,5000,30,English,Product,1 year,Full-time employee,commerce
12/14/2018,28,Female,Berlin,Software Engineer,6,Middle,Java,50000,8535,28,English,Startup,1 year,Full-time employee,commerce
12/14/2018,31,Male,Munich,Fullstack Developer,13,Senior,Java,90000,1,28,English,Product,1 year,Full-time employee,Manufacture
12/14/2018,31,Male,Stuttgart,Software Engineer,12,Senior,.NET,75000,6000,30,English,Product,1 year,Full-time employee,Manufacture
12/14/2018,31,Male,Mannheim ,Software Engineer,4,Senior,C/C++,46000,3000,27,Deutsch,Startup,1 year,Full-time employee,Finance / Insurance
12/14/2018,30,Male,KÃ¶ln,ML Engineer,5,Middle,Java,80000,2000,30,English,Product,1 year,Full-time employee,Finance / Insurance
12/14/2018,36,Male,Munich,Software Engineer,5,Senior,Javascript / Typescript,92000,8535,28,English,Agency,1 year,Full-time employee,commerce
12/14/2018,24,Female,Munich,Product Manager,4,Middle,.NET,60000,8535,26,English,Agency,1 year,Full-time employee,commerce
12/14/2018,33,Female,Karlsruhe,Mobile Developer,13,Senior,Java,90000,10000,28,Deutsch,No data,1 year,Full-time employee,commerce
12/14/2018,34,Male,Munich,Software Engineer,6,Middle,Javascript / Typescript,63000,8535,28,Deutsch,Product,1 year,Full-time employee,Finance / Insurance
12/14/2018,29,Male,Munich,Software Engineer,8,Senior,Not Relevant,75000,5000,30,English,Product,1 year,Full-time employee,Tourism
12/14/2018,32,Male,Berlin,Software Engineer,8,Senior,.NET,55000,8535,28,English,Startup,1 year,Full-time employee,commerce
12/14/2018,22,Male,Munich,Software Engineer,1,Junior,Javascript / Typescript,70000,0,24,English,Product,1 year,Full-time employee,commerce
12/14/2018,42,Female,Stuttgart,Product Manager,20,Senior,Not Relevant,74000,2000,30,English,Startup,1 year,Full-time employee,Tourism
